id,num,auto_id,order,title,type,num_first,num_sec,cate,project_num,rx_time,address,province,city,area,content,playtype,protect_unit
12907,Ⅲ-9,112,,高跷（苦水高高跷）,传统舞蹈,3,9,新增项目,Ⅲ-009_01_620121,"2006,(第一批)",620000.0,甘肃省永登县,620100.0,620121.0,  高跷也叫“高跷秧歌”，是一种广泛流传于全国各地的民间舞蹈，因舞蹈时多双脚踩踏木跷而得名。高跷历史久远，源于古代百戏中的一种技术表演，北魏时即有踩高跷的石刻画像；高跷一般以舞队的形式表演，舞队人数十多人至数十人不等；大多舞者扮演某个古代神话或历史故事中的角色形象，服饰多模仿戏曲行头；常用道具有扇子、手绢、木棍、刀枪等；表演形式有“踩街”和“撂场”两种，撂场有舞队体边舞边走各种队形图案的“大场”和两三人表演的“小场”，角色间多男女对舞，有时边舞边唱。各地高跷所使用的木跷从30厘米至300厘米，高低不一。从表演风格上又分为“文跷”和“武跷”，文跷重扭踩和情节表演；武跷重炫技功夫。 甘肃省永登县苦水街高高跷，起源于元末明初，到现在已有近七百年的历史。高高跷是当地一门祖辈相传的民间表演艺术，也是农历二月二龙抬头社火中一个传统的保留节目。表演者穿上传统的戏剧服装，画上秦腔剧中人物的脸谱，拿上道具，踩上高高跷，排成长队，在太平鼓队强大阵容的引导下上街表演。苦水高高跷跷腿的高度达3至3.3米，居全国之冠。 时下，苦水高高跷面临传承窘境，表演人员心理不稳定，舞种生存遇到危机，需要有关部门投入财力、人力、物力进行发掘和保护。,local,永登县文化馆
12908,Ⅲ-9,112,,高跷（盖州高跷）,传统舞蹈,3,9,扩展项目,Ⅲ-009_02_210881,"2008,(第二批)",210000.0,辽宁省盖州市,210800.0,210881.0,  高跷也称“高跷秧歌”，是一种历史悠久的民间舞蹈，广泛流传于全国各地，因表演时多用双脚踩踏木跷而得名。高跷一般以舞队的形式表演，参演者十数人至数十人不等，多扮演古代神话或历史故事中的人物，服饰多模仿戏曲行头，演出中常用的道具包括扇子、手绢、木棍、刀枪等。高跷有“踩街”和“撂场”两种表演形式，其中“撂场”又分“大场”和“小场”两种。“大场”由舞队集体表演，边舞边走各种队形图案；“小场”由两三人表演，多为男女对舞，有时边舞边唱。各地高跷所用木跷从30厘米至300厘米不等，根据表演风格又可分为“文跷”和“武跷”两种，文跷重扭踩和情节表演，武跷则重炫技表演。 盖州高跷秧歌是辽南盖州地区劳动群众自娱自乐的一种民间舞蹈形式，它是在古代民间杂技、踏跷和百戏基础上发展演变而成，主要在春节、庆典、庙会、祭祀等活动中进行表演。盖州高跷秧歌兴于明末清初，清代康熙、乾隆年间十分兴盛，至民国中期进入鼎盛阶段，新中国成立初期更见繁荣兴旺。“文革”中曾遭破坏，发展受阻，20世纪80年代初至今重新得到恢复，在政府的重视下有了一定的发展。盖州高跷秧歌历史上著名艺人很多，民国中期至新中国成立后这一历史时段中出现了郭锡成等红极一时的“四大名旦”。 盖州高跷秧歌熔歌唱、舞蹈、戏剧、杂技于一炉，带有扭、稳、浪、俏、哏、相、逗、兴、默的艺术特点，活泼浪漫，炽烈火爆，舒展豪放，乡土气息浓郁。 盖州高跷秧歌蕴含了大量历史文化和民俗等方面的信息，在辽南历史生活习俗、风土人情、民间艺术及地方审美观念等的研究中具有重要价值。目前，盖州高跷秧歌的著名艺人都已谢世，新生代人才极少，部分绝活几乎失传，急需抢救保护。,local,盖州市文化馆
12909,Ⅲ-9,112,,高跷（上口子高跷）,传统舞蹈,3,9,扩展项目,Ⅲ-009_02_211121,"2008,(第二批)",210000.0,辽宁省大洼县,211100.0,211121.0,  高跷也称“高跷秧歌”，是一种历史悠久的民间舞蹈，广泛流传于全国各地，因表演时多用双脚踩踏木跷而得名。高跷一般以舞队的形式表演，参演者十数人至数十人不等，多扮演古代神话或历史故事中的人物，服饰多模仿戏曲行头，演出中常用的道具包括扇子、手绢、木棍、刀枪等。高跷有“踩街”和“撂场”两种表演形式，其中“撂场”又分“大场”和“小场”两种。“大场”由舞队集体表演，边舞边走各种队形图案；“小场”由两三人表演，多为男女对舞，有时边舞边唱。各地高跷所用木跷从30厘米至300厘米不等，根据表演风格又可分为“文跷”和“武跷”两种，文跷重扭踩和情节表演，武跷则重炫技表演。 辽宁省大洼县东部西安镇上口子村东傍辽河，西靠渤海，南邻营口大石市，北接台安县，与海城隔河相望。大辽河上口子高跷秧歌即出自这一区域，以其独具特色的表演风格闻名遐迩，素有“辽南一枝花”之称。 上口子高跷秧歌是一种带有浓厚地方特色的民间舞蹈表现形式，至今已有三百多年历史。据传，清代康熙年间，来自关内的青年蓝小二将高跷秧歌带到大洼县。高跷秧歌自此在辽南地区长期流传。光绪年间，又在其中融入耍孩儿、戈戈腔、喇叭戏、二人转等民间艺术因素，产生了以高振锋为会首的一批民间高跷艺人，上口子高跷秧歌进入新的发展阶段。民国年间，上口子高跷秧歌受到辽河文化影响，又出现了几代知名艺人，日趋兴盛。新中国成立后，大洼县的跷会越来越多，基本上每村一个。到20世纪八九十年代，大洼的高跷秧歌队伍进一步得到完善。90年代，高跷秧歌技巧已恢复原有风采。目前，上口子高跷秧歌队有队员32人，平均年龄28岁，在高跷秧歌传承人的组织下，演出活动日益红火。上口子高跷秧歌动作灵活，技艺精湛，对高跷中的“扭、浪、逗、相”进行了有机结合，并在上象和前大场添加了一些复杂的造型动作。至20世纪初叶，又在两三人的小场中增加了“落子腔”，动作中增加了难度较大的杂技成分，跷腿增高。上口子高跷秧歌表演火爆热烈，风格喜庆欢快，深为广大地方民众喜闻乐见。 上口子高跷已流传了三百多年，早在清朝年间，辽河两岸就流传着古老的高跷艺术。坐落在大辽河西岸的西安镇上口子村，当时曾出现过著名的高跷艺人兰小乙、大手（艺名）、高振锋等。,local,盘锦市文化馆
12910,Ⅲ-9,112,,高跷（独杆跷）,传统舞蹈,3,9,扩展项目,Ⅲ-009_02_370900,"2008,(第二批)",370000.0,山东省泰安市,370900.0,,  高跷也称“高跷秧歌”，是一种历史悠久的民间舞蹈，广泛流传于全国各地，因表演时多用双脚踩踏木跷而得名。高跷一般以舞队的形式表演，参演者十数人至数十人不等，多扮演古代神话或历史故事中的人物，服饰多模仿戏曲行头，演出中常用的道具包括扇子、手绢、木棍、刀枪等。高跷有“踩街”和“撂场”两种表演形式，其中“撂场”又分“大场”和“小场”两种。“大场”由舞队集体表演，边舞边走各种队形图案；“小场”由两三人表演，多为男女对舞，有时边舞边唱。各地高跷所用木跷从30厘米至300厘米不等，根据表演风格又可分为“文跷”和“武跷”两种，文跷重扭踩和情节表演，武跷则重炫技表演。 山东省新泰市地处鲁中腹地，位于泰安市东南部，北邻莱芜，东接沂源，南连平邑，西交宁阳。独杆跷即发源于新泰市羊流镇的大洼村。 独杆跷是山东地区极具特色的一种民间舞蹈表现形式，它大约产生于清代光绪二十三年（1897），至今已有百余年历史。当时，新泰、羊流一带经济发达，民间杂耍极为盛行。高跷队众多，高手云集，其中一些技艺超卓的艺人发明了单脚踩跷跳台阶的绝技，后经第二代传人王家络发展到极致，形成了“独杆跷”的基本模式，即以圆木为道具，中部设踏板，由锣鼓伴奏，表演时双脚踩踏板，独杆在地上蹦跳走动。第三代传人王兆杰又将民间戏曲融入独杆跷表演，编创了深受民众喜爱的经典剧目《刘海戏金蟾》。 独杆跷从道具、乐器、造型到绝技表演都有一定的规模和套路，形成了完整的表演体系，是山东省最古老、独特的民间艺术奇葩。其造型奇特，生动逼真，动作活泼诙谐，成为山东乃至全国民间舞蹈中的独门绝技。随着时代的变迁，独杆跷生存条件日益恶化，后继乏人，濒临失传，亟待抢救保护。,local,新泰市文化馆
12911,Ⅲ-9,112,,高跷（高抬火轿）,传统舞蹈,3,9,扩展项目,Ⅲ-009_02_410882,"2008,(第二批)",410000.0,河南省沁阳市,410800.0,410882.0,  高跷也称“高跷秧歌”，是一种历史悠久的民间舞蹈，广泛流传于全国各地，因表演时多用双脚踩踏木跷而得名。高跷一般以舞队的形式表演，参演者十数人至数十人不等，多扮演古代神话或历史故事中的人物，服饰多模仿戏曲行头，演出中常用的道具包括扇子、手绢、木棍、刀枪等。高跷有“踩街”和“撂场”两种表演形式，其中“撂场”又分“大场”和“小场”两种。“大场”由舞队集体表演，边舞边走各种队形图案；“小场”由两三人表演，多为男女对舞，有时边舞边唱。各地高跷所用木跷从30厘米至300厘米不等，根据表演风格又可分为“文跷”和“武跷”两种，文跷重扭踩和情节表演，武跷则重炫技表演。 高抬火轿是河南的一种民间舞蹈样式，流传在沁阳市的万南村，其形式独特，在方圆五百里内都有重大影响。万南高抬火轿历史悠久，据说唐宋时期，当地居民就有踩高跷、抬花轿、闹新春的习俗。 高抬火轿以舞蹈和说唱结合的形式进行表演，以管子、唢呐和锣鼓从旁伴奏。表演过程中，16人分为两班，交替踩着五尺的高跷抬花轿行进，坐在轿内的演员边说边唱。有4至6人踩着6尺高跷转动“祥伞”引领火轿前行，高跷队中另有人踩着2尺至5尺不等的高跷，打着宫灯、纱灯、祥伞、棋子灯和回避肃静牌，模拟皇帝或官员出巡及百姓婚嫁等场面。表演中还融进了“锣鼓经谱”、“醒世词”、“情理词”等内容。高抬火轿一般在重大节日的夜晚表演，将一般民间舞蹈中的花轿改为火轿，布轿改为纱轿，插上点燃的蜡烛，寓有红红火火、兴旺发达之意。整个表演充满惊险感和喜庆气氛，显示出鲜明的地方特色。 高抬火轿是一门祖传绝技，历史悠久。后经明代乐律学家郑王朱载堉改造，将踩高跷和抬花轿两种民间艺术融为一体，形成绝活，以其特有的艺术表现手段抬高了基层“轿夫”的卑贱地位和形象。近年来，高抬火轿艺人年龄老化，后继乏人，许多特殊技巧逐渐失传，急需抢救保护。,local,沁阳市文化馆（沁阳市非物质文化遗产保护中心）
12912,Ⅲ-10,113,,永新盾牌舞,传统舞蹈,3,10,新增项目,Ⅲ-010_01_360830,"2006,(第一批)",360000.0,江西省永新县,360800.0,360830.0,  江西省永新县地处赣西南，位于罗霄山脉中段。盾牌舞是流传在永新的一种民间舞蹈。据永新县志和南塘村吴氏族谱记载，盾牌在明朝就可“供习武防身用”，由此演化出的盾牌舞至今已有二百多年的历史。 盾牌舞主要表现两军对垒破阵、相互攻守拼战的场面，由男子集体表演，两铁叉手与众多（8个以上）牌丁伴着滚、打、桩、躲的一系列动作，组成四角阵、一字长蛇阵、八字阵、黄蜂阵、搭牌、龙门阵、荷包阵、打花牌等八个阵式。阵式布局巧妙严谨，造型神采各异。其动作特点为功架不倒，刚柔相济，疾而不乱。盾牌舞的音乐特点主要是吸收“灯彩”中的唢呐曲牌“锣腔”、“戏曲”中长音加花的“南路散板”和“国术”中的快板锣鼓等，加上表演过程中不断响起的铿锵的短刀响环声和演员们“嗬嗬”的呼喊声，为热闹气氛的营造起到了很好的作用。 盾牌舞在永新一带家喻户晓，曾有“不练盾牌不是男子汉”之说，特别是元宵“出灯”时更属必不可少。它深受当地民众喜爱，丰富了人们的文化生活。永新盾牌舞是赣西南山区民俗民风的一个缩影，它体现出一种最原始的民族凝聚力、团队精神和战斗精神。就艺术价值而言，它集武术、杂耍、舞蹈、造型于一体，成为地方文化的典型代表。 文化生活的日新月异以及老艺人的相继去世，使盾牌舞面临失传的危险，抢救工作迫在眉睫。,local,永新县文化馆
12913,Ⅲ-10,113,,盾牌舞（藤牌舞）,传统舞蹈,3,10,扩展项目,Ⅲ-010_03_330381,"2011,(第三批)",330000.0,浙江省瑞安市,330300.0,330381.0,  藤牌舞是流传于瑞安市的一种以藤牌为主要道具的模拟古代练兵的传统舞蹈。过去，因舞蹈时摆阵多、滚翻多，在群众中又有“打藤牌”、“藤牌阵”、“藤牌滚”的称谓。 明嘉靖三十一年至四十年（1552—1561）间，瑞安曾先后六次遭倭寇劫掠烧杀。镇守闽浙的名将戚继光，创练浙兵，用藤牌作为抗倭杀敌的防御武器，并取得了最终的胜利。藤牌就此成为明、清两朝军队的主要兵器，并形成了一整套刀和藤牌的技击动作。后来，在庙会和一些庆典活动中，瑞安籍的老兵、团勇把过去的军事操练编成藤牌阵进行表演，称之为“打藤牌”。由于民众的喜爱，所以这活动一直延续下去。旧时，春节、清明节前后，瑞安的各种庙会上，都有藤牌舞表演。民国初期，瑞安的藤牌舞更是闻名温州五县。 1957年，藤牌舞赴北京参加“第二届全国民间音乐舞蹈会演”并获得优秀奖。,local,瑞安市非物质文化遗产保护中心
12914,Ⅲ-11,114,,翼城花鼓,传统舞蹈,3,11,新增项目,Ⅲ-011_01_141022,"2006,(第一批)",140000.0,山西省翼城县,141000.0,141022.0,  山西省翼城县位于山西省临汾市南部，自古为西通陕甘、东达豫赵的咽喉要地。翼城花鼓源远流长，翼城杨家祠堂牌匾上写道：“唐太宗坐定长安城，黎民百姓喜在心，年年有个元宵节呀，国邦定，民心顺，国泰民安喜迎春，花鼓打的热哄哄。”落款为大唐贞观三年正月。《翼城县志》“国戚卷”载：“明万历年间李太后回翼城省亲赏花鼓银子三千两。”可见冀城花鼓在明万历以前就已存在。由清代至今，翼城花鼓已成为百姓庆丰收、祭祖先的例行表演形式，所谓“绕城西北东南走，到处皆闻花鼓声”即是这种状况的真实写照。 翼城花鼓动作粗犷，节奏欢快，情绪热烈，风格淳朴。表演形式以行进表演和广场表演为主，也有舞台表演。其乐器比较简单，有花鼓、大苏锣（也叫“背花锣”或“大锣”）、呆锣（也叫“斗锣”或“引锣”）、小战鼓（俗称“救鼓子”）等。曲牌则有“五流水”、“花流水”、“五槌”等，唱腔多为当地民歌，一般由花鼓手和女苗子领唱，众人齐和。 翼城花鼓世代流传，经久不衰，与当地人民的生产、生活息息相关，为后人了解古代翼城的社会变迁、历史沿革提供了一份珍贵的史料，同时它也是音乐学、民俗学等领域的重要研究课题之一。挖掘、整理和保护翼城花鼓，对进一步丰富民间舞蹈将起到积极作用。,local,翼城县人民文化馆
12915,Ⅲ-12,115,,泉州拍胸舞,传统舞蹈,3,12,新增项目,Ⅲ-012_01_350500,"2006,(第一批)",350000.0,福建省泉州市,350500.0,,  拍胸舞是福建省最有代表性的民间舞蹈之一，主要流行于闽南地区的浮桥、江南一带及泉州、金门等地。拍胸舞形式比较简单，仅一二人便可随时随地随意起舞。拍胸舞传统的舞者为男性，头戴草箍，上身裸露，赤足，动作以趋于单一节奏的击、拍、夹、跺为主，部位集中在胸、肘、腿、掌等处，基本体态呈拔腰挺胸之势，全身跳跃，并辅以雄健的蹲步和怡然自得的颤头动作，构成粗犷、古朴、诙谐、热烈的风格。拍胸舞基本动作为“打七响”，即双手首先于胸前合击一掌，接着依次拍打左右胸部，双臂内侧依次夹打左右肋部，双手再依次拍打左右腿部，共得七响，时值合七拍；与此同时配合双脚的蹲裆步有节奏地跳跃，身体随之左右晃动，配以颤头动作，产生别具一格的摇晃动律，使舞蹈洒脱自然，显露出机灵轻巧、诙谐爽朗的特性，如此循环往复，连续表演。“打七响”最突出地代表了拍胸舞的基本动律和风格特色。当今舞蹈工作者为拍胸舞配上音乐，使得表演场面热烈欢快，整齐有序，“打七响”变为“打八响”（即双手在胸前合击掌二次），这就发展了拍胸舞的基本动作，形成了不同的风格特点。 拍胸舞表演者所戴草箍上的蛇形头饰保留了秦汉闽越族原住民蛇图腾崇拜的遗风，其表演形式也保留了古闽越族原始舞蹈的遗风。拍胸舞的内在动律与土家族舞蹈“肉连响”极其相似，从舞种分布的角度看，它与黎族、高山族等南方少数民族的舞蹈之间存在着密切的渊源关系。泉州古老剧种梨园戏《郑元和》中保留了“莲花落”乞丐拍胸一折，当今民间拍胸舞又使用、保留了泉州南音的《三千两金》，这种文化的传承关系也极具研究价值。,local,泉州市鲤城区文化馆
12916,Ⅲ-13,116,,安塞腰鼓,传统舞蹈,3,13,新增项目,Ⅲ-013_01_610624,"2006,(第一批)",610000.0,陕西省安塞县,610600.0,610624.0,  安塞腰鼓历史悠久，但产生形成的具体时代至今已难考证。以鼓报警，以鼓助威，以鼓告急，以鼓为乐，这些都是安塞腰鼓的功能。安塞腰鼓分文鼓与武鼓两种，文鼓以扭为主，重扭轻打；武鼓以打为主，重打轻扭。 安塞腰鼓快放快收，变化神速，自然大方，欢快流畅，刚柔并济，屈伸自如，在发展演变过程中将舞蹈、武术、体操、打击乐、吹奏乐、民歌等融为一体，使自身从内容到形式更加丰富，更具观赏性、娱乐性。 安塞腰鼓是黄河文化的组成部分，是陕北汉子剽悍、虎劲、牛劲的体现，极具民族风格和地域特色。 目前安塞腰鼓的现实生存状况令人担忧，需要对它实行保护和扶持。,local,延安市安塞区文化文物馆（延安市安塞区非物质文化遗产保护中心）
12917,Ⅲ-14,117,,洛川蹩鼓,传统舞蹈,3,14,新增项目,Ⅲ-014_01_610629,"2006,(第一批)",610000.0,陕西省洛川县,610600.0,610629.0,  洛川蹩鼓主要流传于陕西省洛川县黄章、永乡、旧县等乡村，为延安著名的“三鼓”（胸鼓、腰鼓、蹩鼓）之一，陕西方言称“蹦跳”为“蹩”，此舞以蹦跳为特征，故称“蹩鼓”。 洛川为战国时秦、晋、魏争夺之地，传说蹩鼓即由军阵演变而来，其后通过与当地民间祭祀祈雨活动结合而流传至今。黄章乡已确知的蹩鼓表演传承者已达六代之久。 洛川蹩鼓表演者均为男性，表演时头包战巾、背插战旗、腰系战裙、腿扎裹带，或挎鼓，或持锣、钹（大镲）。击鼓、锣、钹起舞时，其基本动作有单跳、双跳、蹉步、拧摆等，场图主要有“白马分鬃”、“蝎子拧尾”、“单骑扑阵”、“四壁合围”、“品字组合”等。表演者在舞、蹦、跳中做出各种造型，在锣鼓齐鸣中左冲右扑，拼杀搏斗，如临战阵，动作粗犷，剽悍豪放，富于力感。 1996年，洛川县被文化部命名为“中国民间艺术之乡”。,local,洛川县文化馆
12918,Ⅲ-15,118,,兰州太平鼓,传统舞蹈,3,15,新增项目,Ⅲ-015_01_620100,"2006,(第一批)",620000.0,甘肃省兰州市,620100.0,,  甘肃兰州太平鼓舞已有六百余年的历史，素有“天下第一鼓”之称，流传于兰州、永登、酒泉、张掖、靖远等地。兰州太平鼓呈圆筒形，鼓身高70至75厘米，鼓面径长45至50厘米，鼓重19至22公斤，双面蒙牛皮，绘有二龙戏珠等图案，鼓带较长，可挎在肩上，便于击打，同时又可将鼓抛向任何一个方向。兰州太平鼓舞是群舞，有“大轿迎宾”、“黄河儿女”、“擂台比武”等多种表演形式。鼓队有24至48人，多的达到108人。鼓手在领队的号令下击锣伴奏，队形不断变换，一会儿是“两军对垒”、“金龙交尾”、“双重突围”，一会儿是“车轮旋战”、“跳打”、“蹲打”、“翻身打”、“岸打”，等等。兰州太平鼓经过几代民间艺人和艺术工作者的编排、加工和完善，逐渐形成了“低鼓”、“中鼓”、“高鼓”三种基本打法，在此基础上糅进戏剧架子功技法和武术技法，加强节奏的变化，单一的太平鼓击鼓节奏衍出轻、重、缓、急的不同打法，队形变化也更加流畅。鼓、锣、钹新技法的编排使兰州太平鼓更加音乐化、美术化、舞蹈化和性格化，在继承的基础上有了合理的发展。 发掘、保护甘肃兰州太平鼓舞，不仅对继承和丰富中国鼓舞文化有积极意义，而且能增进中国古代舞蹈、音乐的学术研究。进入21世纪以来，兰州太平鼓的生存面临着前所未有的危机，活动人数大量减少，年轻的乡村“好家”也不如以前多了。需要采取措施，加强对兰州太平鼓的挖掘、保护、整理和提高。,local,皋兰县太平鼓协会
12919,Ⅲ-16,119,,余杭滚灯,传统舞蹈,3,16,新增项目,Ⅲ-016_01_330110,"2006,(第一批)",330000.0,浙江省杭州市余杭区,330100.0,330110.0,  余杭滚灯源于浙江余杭翁梅一带，流传至今已有八百余年历史，是节庆和灯会期间表演的具有强烈竞技特点的民间舞蹈。南宋诗人范成大在诗作《上元纪吴中节物俳谐体三十二韵》中曾对滚灯作如下描绘：“掷烛腾空稳，推球滚地轻”，可见南宋时滚灯就已流行。 余杭处杭州近郊，南宋时为京畿之地，各种庙会活动频繁，滚灯做为旧时俗节迎会仪仗队伍中必出的特色节目，自然十分盛行。余杭翁梅又临钱塘江北岸，古代盐业兴旺，海盗不断侵犯。此后数百年间，余杭民间一直把滚灯作为一种吉祥之物、强体之器，每逢元宵或庙会（主要是元帅庙会）必参与表演，因而世代相传。 余杭滚灯集舞蹈、技巧、体育于一体，具有多样性、综合性、竞技性的鲜明特征，它有九套二十七个表演动作，有独特的艺术构思和典型的地域特色，展示了中华民间舞蹈杰出的创造力，对探索古代民间舞蹈具有很高的研究价值。 随着现代化的发展以及文艺多元化的影响，传统庙会大多消失，滚灯活动机会减少，濒临失传的危险。再者，滚灯制作工艺传人已所剩无几。为此，抢救、保护余杭滚灯仍十分紧迫。,local,杭州市余杭区文化馆
12920,Ⅲ-16,119,,滚灯（奉贤滚灯）,传统舞蹈,3,16,扩展项目,Ⅲ-016_02_310120,"2008,(第二批)",310000.0,上海市奉贤区,310100.0,310120.0,"  
滚灯是一种流传广泛的民间舞蹈表现形式，各地表演形式不尽相同，按其流传地区分，主要有浙江滚灯、奉贤滚灯、青海滚灯、松滋滚灯、海盐滚灯等种类。滚灯表演所使用的灯一般以竹木纸布扎制，直径数十厘米至百厘米不等。由内、外两部分组成，外观多为球形，内部装有灯火。滚灯多由青年男性或儿童表演。演出时一般会做出抱耍、掷推、扛舞、系绳旋转甩动之类动作，也有的利用球灯或花灯进行技巧和歌舞表演。表演以锣鼓伴奏，技巧性强。 流传于上海市奉贤区西部，至今已有七百多年历史。奉贤地处杭州湾入海口，历史上水患频繁，于是在民间产生了戴二郎神面具舞滚灯以求降伏水魔的祭祀仪式。在长期发展过程中，奉贤滚灯从祭神走向娱神，进而发展为娱人。每逢奉贤各镇灯会、节庆或者庆丰收、贺高升之日，庆贺活动都以舞滚灯为荣。滚灯体积大，在人群拥挤的地方，只要灯舞动，围观人群马上闪到两边，为后面的出灯队开一条畅通无阻的道路，因此，滚灯被民间称为“百灯之首”、“灯中之王”。 奉贤滚灯以12根毛竹片条扎制，分大、中、小三种规格。灯体主要由外球和内球两部分组成，内球固定在外球体中心，内装蜡烛，大球体还装有一只铁转销。以红布包裹内球的灯称为“文灯”，黑布包裹内球的则称为“武灯”。 奉贤滚灯的各种动作套路，经过好几代人的创造发展形成了自己独特的表演风格，传统大灯有缠腰、白鹤生蛋、鲤鱼卷水草等，集中跳、爬、窜、转、旋、腾、跃、甩等多种人体肢体语言，中滚灯和小滚灯也有各自不同的代表动作，各种套路组合成了各种形态的民间滚灯舞。其中“缠腰”、“蜘蛛放丝”等十多套大灯动作集旋、跃等多种技巧于一体，别有神采；“彩云拱月”、“嫦娥盘头”等中灯动作与“小花”、“甩手”等小滚灯动作相配合，使滚灯表演呈现出多姿多彩的动人风貌。滚灯表演以锣鼓伴奏，服饰以民间戏服为主，扮演兵士者着短打服装。 奉贤滚灯的传统表演手法既是艺术形象的体现，又是历代劳动人民期盼美好的意愿象征，体现了淳朴的民族精神。多灯种男女同台表演，鼓乐伴奏再加以音乐烘托，是创新与传统的完美结合。目前，受外来文化冲击，滚灯的生存发展面临很大困难，一批老艺人相继谢世，个别高难度技巧濒临失传，急需加大抢救扶持的力度。",local,上海市奉贤区柘林镇社会事业服务中心
12921,Ⅲ-16,119,,滚灯（海盐滚灯）,传统舞蹈,3,16,扩展项目,Ⅲ-016_02_330424,"2008,(第二批)",330000.0,浙江省海盐县,330400.0,330424.0, 海盐滚灯是浙江民间在节庆和灯会期间表演的一种竞技舞蹈，起源于浙江省海盐县，并在当地长期流传，至今已有八百多年历史。南宋和清初的海盐地方文献中均有记载。 据民间传说，海盐地处杭州湾北岸，濒临大海，古代又有通商口岸澉浦港，经常遭受海患和海盗的侵袭。为御外侮，海盐当地形成了尚武的风气，民间盛行滚灯竞技比武活动，以此来展示村坊的实力。比武时有的村出红心灯，有的村出黑心灯，夺到黑心灯的村坊公认为武艺高超、实力强大，连海盗也闻风而避，不敢侵犯。清代海盐文人彭孙贻在《轮灯》诗的小序中记载了海盐滚灯表演的状况：“儿童缚竹为轮，展转相环，旋转飞覆，而灯不倾灭。壮士运之，衢中腾掷不休，曰滚灯。”可见当时滚灯在海盐十分流行。 滚灯在海盐民间世代相传，每年元宵节都要进行表演，这种习俗一直延续到1949年。1956年，秦山镇滚灯队参加全县文艺汇演，首次将滚灯表演搬上舞台。20世纪80年代，海盐滚灯经挖掘整理被收入《中国民族民间舞蹈集成·浙江卷》，此后又多次搬上舞台。 海盐滚灯表演中，每套动作难度各不相同，有重技巧的，有重力度的。一般根据各人之长，因人而异。舞蹈时，除不停地上、下、左、右旋转灯具之外，还要围着灯打“虎跳”、“旋子”等翻滚动作，并辅之以“晃手”、“涮腰”、“踏步翻身”等古典舞动作。伴奏以“急讽”锣鼓为主，并即兴配以“走马锣”、“七字锣”以烘托紧张气氛。 海盐滚灯是劳动群众自娱自乐的一种民间竞技舞蹈表演形式，主要用于春节拜年、庆典庙会等活动，是当地民俗文化的典型代表。在动作风格上既有南方地区典型的婉约小巧，又有劳动人民的纯朴、爽快，寄托着劳动人民对生活的美好愿望。近年来，随着时代的变迁，海盐滚灯出现传承危机，亟待抢救保护。,local,海盐县非物质文化遗产保护中心
12922,Ⅲ-17,120,,土家族摆手舞,传统舞蹈,3,17,新增项目,Ⅲ-017_01_433100,"2006,(第一批)",430000.0,湖南省湘西土家族苗族自治州,433100.0,,  湘西土家族摆手舞是最具土家族民族特色、最能反映土家族古老风俗的民间舞蹈，现主要流传于湖南湘西龙山、保靖、永顺等地。一般在农历正月初三至正月十五夜间表演。摆手舞产生于土家族古老的祭祖仪式中，据清代八部大王庙残碑和县志记载推测，摆手舞已有近千年历史。 湘西土家族摆手舞集歌、舞、乐、剧于一体，表现开天辟地、人类繁衍、民族迁徙、狩猎捕鱼、桑蚕绩织、刀耕火种、古代战事、神话传说、饮食起居等广泛而丰富的历史和社会生活内容。其舞蹈内容以上述仪式程序结构而成。土家族摆手舞舞姿大方粗犷，有单摆、双摆、回旋摆、边摆边跳等动作。舞蹈场地一般在坪坝上。舞蹈分为大摆手和小摆手，大摆手祭祀族群众始祖，规模浩大，舞者逾千，观者过万；小摆手主要祭祀本姓祖先，规模较小。其音乐包括声乐伴唱和器乐伴奏两部分，声乐主要有起腔歌和摆手歌，乐器主要是鼓和锣，曲目往往根据舞蹈的内容及动作而一曲多变。摆手舞的动作特点是顺拐、屈膝、颤动、下沉，表现风格雄健有力、自由豪迈。 土家族摆手舞对研究土家族历史、战争、宗教、迁徙、生产、生活、爱情、民俗等都有十分重要的价值，其中反映的战争内容体现了土家先民英勇善战、不怕牺牲的民族精神。同时，摆手舞再现了土家族农耕生活的全过程，反映了土家族人民热爱劳动、不畏艰险、热爱生活、顽强生存的乐观主义精神，是了解和研究土家文化的重要材料。,local,湘西土家族苗族自治州非物质文化遗产保护中心
